Standard Number,Standard Name,YEAR,PUBLISHER,Price,Description,Currency,Image_URL,Updated_At,Discount,Visible
DIN EN 3375-009:2024-02,"Aerospace series - Cable, electrical, for digital data transmission - Part 009: Single braid - CAN Bus - 120 ohms - Type WX - Product standard; German and English version EN 3375-009:2023",2024-02,DIN,80.84,Aerospace transport*Air transport*Aircraft*Aircraft components*Aircraft instruments*Cables*CAN*Check lists*Controller Area Network*Data transfer*Designations*Digital*Digital connections*Digital data*Dimensions*Electric cables*Electric conductors*Electrical*Electrical cords*Electrical equipment*Electrical properties*Lasers*Product standards*Shielded*Space transport*Specification (approval)*Testing*Testing conditions*Use*UV,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 3375-011:2025-09,"Aerospace series - Cable, electrical for digital data transmission - Part 011: Single braid - Star Quad 100 ohms - Lightweight - Type KL - Product standard; German and English version EN 3375-011:2025",2025-09,DIN,125.79,Aerospace transport*Air transport*Aircraft*Aircraft components*Aircraft instruments*Aviation type*Cables*CAN*Check lists*Controller Area Network*Data transfer*Designations*Digital*Digital connections*Digital data*Dimensions*Electric cables*Electric conductors*Electrical*Electrical cords*Electrical equipment*Electrical properties*Electrical properties and phenomena*Electrical systems*Electrically-operated devices*Ethernet*Impedance*Limit deviations*Mass*Ohm*Packages*Product standards*Quality assurance*Shielded*Space transport*Specification (approval)*Testing*Testing conditions*Use,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 3381:2025-12,"Aerospace series - Screws, 100� countersunk normal head, offset cruciform recess, close tolerance normal shank, short thread, in titanium alloy, anodized, MoS&lt;(Index)2&gt; lubricated - Classification: 1 100 MPa (at ambient temperature)/315 �C; German and English version EN 3381:2025",2025-12,DIN,80.84,Aerospace transport*Air transport*Aircraft*Alloys*Anodised*Countersunk head screws*Cruciform-head fasteners*Designations*Dimensional tolerances*Dimensions*Fasteners*Fitting bolts*Lubrication*Marking*Mass*Materials*Molybdenum disulphides*Properties*Screws (bolts)*Space transport*Specification (approval)*Surface treatment*Threads*Titanium*Titanium alloys*Torq-set recesses,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 3434:2024-09,"Aerospace series - Nuts, hexagon, slotted/castellated, self-locking, in steel, cadmium plated, MoS2 lubricated - Classification: 900 MPa (at ambient temperature)/235 �C; German and English version EN 3434:2022",2024-09,DIN,80.84,Aerospace transport*Air transport*Cadmium*Cadmium plated*Castellated-head fasteners*Coatings*Delivery conditions*Designations*Dimensions*Fasteners*Hexagon nuts*Marking*Mass*Materials*Mechanical*Mechanically-operated devices*Nuts*Properties*Self-locking*Space transport*Specification (approval)*Steels*Surface treatment,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 3475-404:2025-09,"Aerospace series - Cables, electrical, aircraft use - Test methods - Part 404: Thermal shock; German and English version EN 3475-404:2025",2025-09,DIN,62.43,Aerospace transport*Air transport*Aircraft*Cables*Changes of temperature*Electric cables*Electric conductors*Electrical*Electrical cords*Shocks*Specification (approval)*Test on changes of temperature*Testing*Thermal*Thermal cycling*Thermal testing*Use,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 3475-408:2026-02,"Aerospace series - Cables, electrical, aircraft use - Test methods - Part 408: Fire resistance; German and English version EN 3475-408:2025",2026-02,DIN,108.32,Aerospace transport*Air transport*Aircraft*Cables*Electric cables*Electric conductors*Electrical*Electrical cords*Fire resistance*Insulating coverings*Specification (approval)*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 3475-513:2025-09,"Aerospace series - Cables, electrical, aircraft use - Test methods - Part 513: Deformation resistance (installation with plastic cable ties); German and English version EN 3475-513:2025",2025-09,DIN,108.32,Aerospace transport*Air transport*Aircraft*Cable ties*Cables*Coaxial cables*Data bus*Deformation*Deformation measurements*Electric cables*Electric conductors*Electrical*Electrical cords*Installations*Overload*Overload capacity*Overload (electric)*Plastics*Resistance*Space transport*Specification (approval)*Strain*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 3475-606:2025-07,"Aerospace series - Cables, electrical, aircraft use � Test methods - Part 606: Wicking test on textile braid insulation; German and English version EN 3475-606:2024",2025-07,DIN,62.43,Aerospace transport*Air transport*Aircraft*Cables*Electric cables*Electric conductors*Electrical*Electrical cords*Insulated cables*Insulating materials*Insulations*Space transport*Testing*Textile*Textile braids*Wicks,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 3475-805:2025-07,"Aerospace series - Cables, electrical, aircraft use - Test methods - Part 805: Characteristic impedance; German and English version prEN 3475-805:2025",2025-07,DIN,53.64,Aerospace transport*Air transport*Aircraft*Cables*Coatings*Damping*Electric cables*Electric conductors*Electrical*Electrical cords*Impedance*Marking*Single wires*Space transport*Specification (approval)*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 3475-807:2026-02,"Aerospace series - Cables, electrical, aircraft use - Test methods - Part 807: Transfer impedance; German and English version EN 3475-807:2025",2026-02,DIN,62.43,Aerospace transport*Air transport*Aircraft*Cables*Coatings*Electric cables*Electric conductors*Electrical*Electrical cords*Impedance*Single wires*Space transport*Specification (approval)*Testing*Transfer impedance,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 3475-810:2026-02,"Aerospace series - Cables, electrical, aircraft use - Test methods - Part 810: Structural return loss; German and English version EN 3475-810:2025",2026-02,DIN,62.43,Aerospace transport*Air transport*Aircraft*Cables*Coatings*Data transfer*Digital data*Electric cables*Electric conductors*Electrical*Electrical cords*Return loss*Single wires*Space transport*Specification (approval)*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 3480:2025-04,Aerospace series - Steel X6CrNiTi18-10 (1.4541) - Air melted - Softened - Plates - 6 mm &lt; a <kleiner => 50 mm - 500 MPa <kleiner => R&lt;(Index)m&gt; <kleiner => 700 MPa; German and English version EN 3480:2024,2025-04,DIN,80.84,Acceptance specification*Aerospace transport*Air transport*Chemical composition*Delivery conditions*Designations*Dimensions*Heat treatment*Material designations*Materials*Metallic materials*Plates*Properties*Semi-finished products*Soft annealing*Space transport*Specification (approval)*Steels*Tolerances (measurement)*Type of melting,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 3487:2025-01,Aerospace series - Steel X6CrNiTi18-10 (1.4541) - Air melted - Softened - Bars for machining - a or D <kleiner => 250 mm - 500 MPa <kleiner => R&lt;(Index)m&gt; <kleiner => 700 MPa; German and English version EN 3487:2024,2025-01,DIN,80.84,Aerospace transport*Air transport*Bars (materials)*Chemical composition*Delivery conditions*Designations*Dimensions*Heat treatment*Material-removal processes*Materials*Poles*Properties*Soft annealing*Space transport*Specification (approval)*Steels*Tolerances (measurement)*Type of melting,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 3488:2024-10,Aerospace series - Steel X6CrNiTi18-10 (1.4541) - Air melted - Softened - Sheets and strips - a <kleiner => 6 mm - 500 MPa <kleiner => R&lt;(Index)m&gt; <kleiner => 700 MPa; German and English version EN 3488:2024,2024-10,DIN,80.84,Acceptance specification*Aerospace transport*Air transport*Chemical composition*Delivery conditions*Designations*Dimensions*Heat treatment*Material designations*Materials*Metallic materials*Properties*Semi-finished products*Sheet materials*Soft annealing*Space transport*Specification (approval)*Steels*Strips*Tolerances (measurement)*Type of melting,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 3490:2025-11,Aerospace series - Steel X15CrNi17-3 (1.4057) - Air melted - Hardened and tempered - Bars for machining - D&lt;(Index)e&gt; <kleiner => 200 mm - 900 MPa <kleiner => R&lt;(Index)m&gt; <kleiner => 1 100 MPa; German and English version EN 3490:2025,2025-11,DIN,80.84,Aerospace transport*Air transport*Bars (materials)*Chemical composition*Dimensions*Hardened*Material-removal processes*Materials*Mechanical properties*Physical properties*Poles*Properties*Semi-finished products*Space transport*Specification (approval)*Steels,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 3523:2025-04,Aerospace series - Steel 15CrMoV6 (1.7334) - Air melted - Hardened and tempered - Bars for machining - D&lt;(Index)e&gt; <kleiner => 100 mm - 1 080 MPa <kleiner => R&lt;(Index)m&gt; <kleiner => 1 280 MPa; German and English version EN 3523:2024,2025-04,DIN,80.84,Aerospace transport*Air transport*Bars (materials)*Chemical composition*Dimensions*Hardened*Material-removal processes*Materials*Mechanical properties*Physical properties*Poles*Properties*Semi-finished products*Space transport*Specification (approval)*Steels,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 3524:2024-04,Aerospace series - Steel 15CrMoV6 (1.7334) - Air melted - Hardened and tempered - Sheets and strips - 2 mm <kleiner => a <kleiner => 6 mm - 1080 MPa <kleiner => R&lt;(Index)m&gt; <kleiner => 1280 MPa; German and English version EN 3524:2023,2024-04,DIN,80.84,Aerospace transport*Air transport*Chemical composition*Dimensions*Hardened*Materials*Mechanical properties*Physical properties*Properties*Semi-finished products*Sheet materials*Sheet steels*Space transport*Specification (approval)*Steel strips*Steels*Strips,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 3525:2024-04,Aerospace series - Steel 15CrMoV6 (1.7334) - Air melted - Hardened and tempered - Plates - 6 mm <kleiner => a <kleiner => 20 mm - 1080 MPa <kleiner => R&lt;(Index)m&gt; <kleiner => 1280 MPa; German and English version EN 3525:2023,2024-04,DIN,80.84,Aerospace transport*Air transport*Chemical composition*Dimensions*Hardened*Materials*Mechanical properties*Physical properties*Plates*Properties*Semi-finished products*Space transport*Specification (approval)*Steel plates*Steels*Tolerances (measurement),,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 3526:2024-04,"Aerospace series - Steel 15CrMoV6 (1.7334) - Air melted - Hardened and tempered - Sheets and strips - 0,5 mm <kleiner => a <kleiner => 6 mm - 980 MPa <kleiner => R&lt;(Index)m&gt; <kleiner => 1180 MPa; German and English version EN 3526:2023",2024-04,DIN,80.84,Aerospace transport*Air transport*Chemical composition*Designations*Dimensions*Hardened*Materials*Mechanical properties*Physical properties*Properties*Semi-finished products*Sheet materials*Sheet steels*Space transport*Specification (approval)*Steel strips*Steels*Strips,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 3527:2025-11,Aerospace series - Steel 33CrMoV12 (1.8522) - Air melted - Softened - Forging stock - a or D <kleiner => 300 mm; German and English version EN 3527:2025,2025-11,DIN,80.84,Aerospace transport*Air transport*Annealed*Chemical composition*Dimensions*Forging stocks*Materials*Mechanical properties*Physical properties*Properties*Semi-finished products*Soft annealing*Space transport*Specification (approval)*Steels,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 3531:2025-11,Aerospace series - Steel X2NiCoMo18-8-5 (1.6359) - Vacuum induction melted and vacuum arc remelted - Solution treated and precipitation treated - Sheets and strips - a <kleiner => 6 mm - 1 750 MPa <kleiner => R&lt;(Index)m&gt; <kleiner => 2 000 MPa; German and English version EN 3531:2025,2025-11,DIN,80.84,Aerospace transport*Air transport*Chemical composition*Dimensions*Electrodes*Hardened*Induction meltings*Materials*Mechanical properties*Metal sheets*Metal strips*Physical properties*Precipitation treated*Properties*Remelted*Semi-finished products*Sheet materials*Sheet steels*Solution treated*Space transport*Specification (approval)*Steel strips*Steels*Strips*Vacuum*Vacuum melting,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 3532:2025-11,Aerospace series - Steel X2NiCoMo18-8-5 (1.6359) - Vacuum induction melted and vacuum arc remelted - Solution treated and precipitation treated - Plates - 6 mm &lt; a <kleiner => 40 mm - 1 750 MPa <kleiner => R&lt;(Index)m&gt; <kleiner => 2 000 MPa; German and English version EN 3532:2025,2025-11,DIN,80.84,Aerospace transport*Air transport*Chemical composition*Dimensions*Electrodes*Hardened*Induction meltings*Materials*Mechanical properties*Physical properties*Plates*Precipitation treated*Properties*Semi-finished products*Solution treated*Space transport*Specification (approval)*Steel plates*Steels*Vacuum*Vacuum melting,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 3545-006:2026-04,"Aerospace series - Connectors, electrical, rectangular, with sealed and non-sealed rear, plastic housing, locking device, operating temperatures -55 �C to 175 �C - Part 006: Male coding and attachment system for mounting on fixed housing (receptacle) - Product standard; German and English version EN 3545-006:2026",2026-04,DIN,71.68,Aerospace transport*Air transport*Aircraft components*Design*Electric connectors*Electric plugs*Electric sockets*Electrical engineering*Electrically-operated devices*Enclosures*Encoding*Erecting (construction operation)*Fixings*Inspection*Latches*Male coding*Marking*Operating temperatures*Packages*Pins (nails)*Plastics*Plastics case*Plugs*Product standards*Properties*Rectangular connectors*Rectangular shape*Sealing*Space transport*Specification (approval)*Testing*Types,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
